ID,アイテム名,ひらがな名,買い値,重量,SE,HSE,仮:課金アイテム,仮:AS
20076,[衣装] イドゥンの羽耳,[いしょう] いどぅんのはねみみ,0,0,0,0,0,0
20022,[衣装] 愛しさの欠片,[いしょう] いとしさのかけら,0,0,0,0,0,0
20460,[衣装] 茨のヘアバンド,[いしょう] いばらのへあばんど,0,0,0,0,0,0
19824,[衣装] イビルドルイド帽,[いしょう] いびるどるいどぼう,0,0,0,0,0,0
19807,[衣装] 威風凛然の兜,[いしょう] いふうりんぜんのかぶと,0,0,0,0,0,0
20481,[衣装] イフリート仮面,[いしょう] いふりーとかめん,0,0,0,0,0,0
19817,[衣装] イフリートの息,[いしょう] いふりーとのいき,0,0,0,0,0,0
20221,[衣装] イフリートの魔眼,[いしょう] いふりーとのまがん,0,0,0,0,0,0
19810,[衣装] イフリートの耳,[いしょう] いふりーとのみみ,0,0,0,0,0,0
20406,[衣装] 戒めの銀鎖,[いしょう] いましめのぎんくさり,0,0,0,0,0,0
19863,[衣装] インキュバスの角,[いしょう] いんきゅばすのつの,0,0,0,0,0,0
31714,[衣装] インディアンの鉢巻き,[いしょう] いんでぃあんのはちまき,,0,0,0,0,0
31130,[衣装] インディアンのヘアバンド,[いしょう] いんでぃあんのへあばんど,0,0,0,0,0,0
19602,[衣装] インビジブルキャップ,[いしょう] いんびじぶるきゃっぷ,0,0,0,0,0,0
19603,[衣装] インビジブルサングラス,[いしょう] いんびじぶるさんぐらす,0,0,0,0,0,0
19604,[衣装] インビジブルマスク,[いしょう] いんびじぶるますく,0,0,0,0,0,0
19599,[衣装] インプ帽子,[いしょう] いんぷぼうし,0,0,0,0,0,0
5911,[衣装] インペリアルフェザー,[いしょう] いんぺりあるふぇざー,0,0,0,0,0,0
31393,[衣装] ヴァジュラ,[いしょう] ヴぁじゅら,0,0,0,0,0,0
19884,[衣装] ヴァナルガンドの兜,[いしょう] ヴぁなるがんどのかぶと,0,0,0,0,0,0
5909,[衣装] ヴァルキリーサークレット,[いしょう] ヴぁるきりーさーくれっと,0,0,0,0,0,0
19613,[衣装] ヴァルキリーフェザーバンド,[いしょう] ヴぁるきりーふぇざーばんど,0,0,0,0,0,0
19546,[衣装] ヴァルキリーヘルム,[いしょう] ヴぁるきりーへるむ,0,0,0,0,0,0
31412,[衣装] ヴァルゴクラウン,[いしょう] ヴぁるごくらうん,0,0,0,0,0,0
20459,[衣装] ヴァルハラアイドル,[いしょう] ヴぁるはらあいどる,0,0,0,0,0,0
31120,[衣装] ヴァンパイアの使い魔,[いしょう] ヴぁんぱいあのつかいま,0,0,0,0,0,0
20098,[衣装] ヴァンパイアのヘアバンド,[いしょう] ヴぁんぱいあのへあばんど,0,0,0,0,0,0
20093,[衣装] ウィザードハット,[いしょう] うぃざーどはっと,0,0,0,0,0,0
20130,[衣装] ウィスパートールハット,[いしょう] うぃすぱーとーるはっと,0,0,0,0,0,0
20547,[衣装] ウィスパーの祝福,[いしょう] うぃすぱーのしゅくふく,,0,0,0,0,0
19610,[衣装] ウィスパーマスク,[いしょう] うぃすぱーますく,0,0,0,0,0,0
31240,[衣装] ウィスパーマスク(上段),[いしょう] うぃすぱーますく(じょうだん),0,0,0,0,0,0
31669,[衣装] ウィスパーマスク(緑),[いしょう] うぃすぱーますく(みどり),0,0,0,0,0,0
19623,[衣装] ヴィゾフニルの羽飾り,[いしょう] ヴぃぞふにるのはねかざり,0,0,0,0,0,0
31583,[衣装] ウィルオウィスプ,[いしょう] うぃるおうぃすぷ,,0,0,0,0,0
20077,[衣装] ウイングフレームサングラス,[いしょう] ういんぐふれーむさんぐらす,0,0,0,0,0,0
31504,[衣装] 飢えた大魚,[いしょう] うえただいさかな,0,0,0,0,0,0
20302,[衣装] ヴェルゼブブの王冠,[いしょう] ヴぇるぜぶぶのおうかん,0,0,0,0,0,0
19790,[衣装] ヴェール,[いしょう] ヴぇーる,0,0,0,0,0,0
19642,[衣装] 月夜花帽,[いしょう] うぉるやふぁぼう,0,0,0,0,0,0
19625,[衣装] ウサギのヘアバンド,[いしょう] うさぎのへあばんど,0,0,0,0,0,0
19586,[衣装] ウサギのヘアバンド(桃),[いしょう] うさぎのへあばんど(もも),400000,0,0,0,0,0
19652,[衣装] ウサギの魔術帽子,[いしょう] うさぎのまじゅつぼうし,0,0,0,0,0,0
19540,[衣装] ウサギの耳当て,[いしょう] うさぎのみみあて,0,0,0,0,0,0
31092,[衣装] ウサギ耳の花帽子,[いしょう] うさぎみみのはなぼうし,0,0,0,0,0,0
31249,[衣装] うさぴょん帽,[いしょう] うさぴょんぼう,0,0,0,0,0,0
19780,[衣装] うさ耳ニット帽,[いしょう] うさみみにっとぼう,0,0,0,0,0,0
19876,[衣装] 兎耳帽子,[いしょう] うさみみぼうし,0,0,0,0,0,0
19870,[衣装] 兎耳帽子(黒),[いしょう] うさみみぼうし(くろ),0,0,0,0,0,0
31447,[衣装] 薄月夜の帽子,[いしょう] うすつきよのぼうし,0,0,0,0,0,0
31327,[衣装] ウッドゴブリンの鼻,[いしょう] うっどごぶりんのはな,0,0,0,0,0,0
20057,[衣装] 羽毛帽子,[いしょう] うもうぼうし,0,0,0,0,0,0
20509,[衣装] ウリエルの翼,[いしょう] うりえるのつばさ,0,0,0,0,0,0
31179,[衣装] ウルフマスカレード,[いしょう] うるふますかれーど,0,0,0,0,0,0
20497,[衣装] ウンバラの魂,[いしょう] うんばらのたましい,0,0,0,0,0,0
31374,[衣装] エクスプロージョンガム,[いしょう] えくすぷろーじょんがむ,0,0,0,0,0,0
20241,[衣装] エクリプス帽子,[いしょう] えくりぷすぼうし,0,0,0,0,0,0
31457,[衣装] 笑福わんダフル帽,[いしょう] えみふくわんだふるぼう,0,0,0,0,0,0
19735,[衣装] えらヘルム,[いしょう] えらへるむ,0,0,0,0,0,0
19988,[衣装] エルダークラウン,[いしょう] えるだーくらうん,0,0,0,0,0,0
19290,[衣装] エルダーデビルホーン,[いしょう] えるだーでびるほーん,0,0,0,0,0,0
31543,[衣装] エルラバハット,[いしょう] えるらばはっと,0,0,0,0,0,0
31664,[衣装] エルンスト・フォン・ヴォルフ11世,[いしょう] えるんすと・ふぉん・ヴぉるふ11せい,0,0,0,0,0,0
31575,[衣装] エレクトロツーサイドアップ,[いしょう] えれくとろつーさいどあっぷ,0,0,0,0,0,0
31062,[衣装] エレノアのウィッグ,[いしょう] えれのあのうぃっぐ,0,0,0,0,0,0
31405,[衣装] エレノアのウィッグ(黄),[いしょう] えれのあのうぃっぐ(き),0,0,0,0,0,0
31478,[衣装] エレノアのウィッグ(下段),[いしょう] えれのあのうぃっぐ(げだん),0,0,0,0,0,0
20405,[衣装] エレメス=ガイルのスカーフ,[いしょう] えれめす=がいるのすかーふ,0,0,0,0,0,0
31545,[衣装] エレメス=ガイルのスカーフ(青),[いしょう] えれめす=がいるのすかーふ(あお),0,0,0,0,0,0
31057,[衣装] エレメス=ガイルのスカーフ(黒),[いしょう] えれめす=がいるのすかーふ(くろ),0,0,0,0,0,0
31114,[衣装] 演劇の小道具,[いしょう] えんげきのこどうぐ,0,0,0,0,0,0
31379,[衣装] 演劇用の発条鍵,[いしょう] えんげきようのはつじょうかぎ,0,0,0,0,0,0
20436,[衣装] エンジェリングニット帽,[いしょう] えんじぇりんぐにっとぼう,0,0,0,0,0,0
19773,[衣装] エンジェリングヘアピン,[いしょう] えんじぇりんぐへあぴん,0,0,0,0,0,0
31090,[衣装] エンジェリング帽,[いしょう] えんじぇりんぐぼう,0,0,0,0,0,0
20062,[衣装] エンジェルステアーズ,[いしょう] えんじぇるすてあーず,0,0,0,0,0,0
31185,[衣装] エンジニアキャップ,[いしょう] えんじにあきゃっぷ,0,0,0,0,0,0
20281,[衣装] 園児の帽子,[いしょう] えんじのぼうし,0,0,0,0,0,0
20279,[衣装] エールホイッスル,[いしょう] えーるほいっする,0,0,0,0,0,0
31615,[衣装] 花魁メイク,[いしょう] おいらんめいく,,0,0,0,0,0
19768,[衣装] 桜花冠,[いしょう] おうかかん,0,0,0,0,0,0
19806,[衣装] 桜花爛漫のかんざし,[いしょう] おうからんまんのかんざし,0,0,0,0,0,0
20490,[衣装] 桜花爛漫のかんざし(青),[いしょう] おうからんまんのかんざし(あお),0,0,0,0,0,0
31516,[衣装] 王級ミニメロン,[いしょう] おうきゅうみにめろん,,0,0,0,0,0
31597,[衣装] 黄金の魚帽子,[いしょう] おうごんのさかなぼうし,,0,0,0,0,0
20301,[衣装] 黄金のサベージベベ,[いしょう] おうごんのさべーじべべ,0,0,0,0,0,0
20328,[衣装] 黄金の秋刀魚,[いしょう] おうごんのさんま,0,0,0,0,0,0
19841,[衣装] 王者の獅子頭（銅）,[いしょう] おうじゃのししがしら（どう）,0,0,0,0,0,0
20037,[衣装] オウルデュークのシルクハット,[いしょう] おうるでゅーくのしるくはっと,0,0,0,0,0,0
19936,[衣装] 大いなる水のニットキャップ,[いしょう] おおいなるみずのにっときゃっぷ,0,0,0,0,0,0
20239,[衣装] 大きいリボンマフラー,[いしょう] おおきいりぼんまふらー,0,0,0,0,0,0
20441,[衣装] 大きいリボンマフラー(赤),[いしょう] おおきいりぼんまふらー(あか),0,0,0,0,0,0
31453,[衣装] 大きいリボンマフラー(黒),[いしょう] おおきいりぼんまふらー(くろ),0,0,0,0,0,0
31235,[衣装] 大きいリボンマフラー(中段),[いしょう] おおきいりぼんまふらー(ちゅうだん),0,0,0,0,0,0
20004,[衣装] 大きな金の鈴,[いしょう] おおきなきんのすず,0,0,0,0,0,0
20534,[衣装] 大きな白猫,[いしょう] おおきなしろねこ,,0,0,0,0,0
19812,[衣装] 大きなハイビスカス,[いしょう] おおきなはいびすかす,0,0,0,0,0,0
19847,[衣装] 大きなリボン,[いしょう] おおきなりぼん,0,0,0,0,0,0
19753,[衣装] 大空の帽子,[いしょう] おおぞらのぼうし,0,0,0,0,0,0
31035,[衣装] お金を失った者の心,[いしょう] おかねをうしなったもののこころ,0,0,0,0,0,0
31173,[衣装] オカメインコ,[いしょう] おかめいんこ,0,0,0,0,0,0
31416,[衣装] 熾天使の花冠,[いしょう] おきてんしのかかん,0,0,0,0,0,0
19798,[衣装] 怒った口,[いしょう] おこったくち,0,0,0,0,0,0
31698,[衣装] おさげ赤ずきん,[いしょう] おさげあかずきん,,0,0,0,0,0
31134,[衣装] おしゃべりオウム,[いしょう] おしゃべりおうむ,0,0,0,0,0,0
20348,[衣装] おしゃれな帽子,[いしょう] おしゃれなぼうし,0,0,0,0,0,0
20052,[衣装] お知らせ看板,[いしょう] おしらせかんばん,0,0,0,0,0,0
19842,[衣装] お座りイヌ,[いしょう] おすわりいぬ,0,0,0,0,0,0
31397,[衣装] お座り教皇(私服),[いしょう] おすわりきょうこう(しふく),0,0,0,0,0,0
31063,[衣装] おだんごヘア(青),[いしょう] おだんごへあ(あお),0,0,0,0,0,0
31064,[衣装] おだんごヘア(赤),[いしょう] おだんごへあ(あか),0,0,0,0,0,0
31065,[衣装] おだんごヘア(黄),[いしょう] おだんごへあ(き),0,0,0,0,0,0
31067,[衣装] おだんごヘア(黒),[いしょう] おだんごへあ(くろ),0,0,0,0,0,0
31068,[衣装] おだんごヘア(白),[いしょう] おだんごへあ(しろ),0,0,0,0,0,0
31069,[衣装] おだんごヘア(紅),[いしょう] おだんごへあ(べに),0,0,0,0,0,0
31066,[衣装] おだんごヘア(緑),[いしょう] おだんごへあ(みどり),0,0,0,0,0,0
31070,[衣装] おだんごヘア(紫),[いしょう] おだんごへあ(むらさき),0,0,0,0,0,0
19648,[衣装] 落ち葉,[いしょう] おちば,0,0,0,0,0,0
19787,[衣装] オッドアイ,[いしょう] おっどあい,0,0,0,0,0,0
20322,[衣装] オットー帽,[いしょう] おっとーぼう,0,0,0,0,0,0
20278,[衣装] 男の勲章,[いしょう] おとこのくんしょう,0,0,0,0,0,0
20287,[衣装] 男の勲章(金),[いしょう] おとこのくんしょう(きん),0,0,0,0,0,0
20323,[衣装] 音の煌めき,[いしょう] おとのきらめき,0,0,0,0,0,0
19590,[衣装] 乙女のツインリボン,[いしょう] おとめのついんりぼん,0,0,0,0,0,0
20338,[衣装] 踊るカラフルなタコ,[いしょう] おどるからふるなたこ,0,0,0,0,0,0
31417,[衣装] おにぎり帽,[いしょう] おにぎりぼう,0,0,0,0,0,0
20469,[衣装] 鬼の一本角,[いしょう] おにのいっぽんづの,0,0,0,0,0,0
31260,[衣装] オブザーバー,[いしょう] おぶざーばー,0,0,0,0,0,0
19872,[衣装] オペラ仮面,[いしょう] おぺらかめん,0,0,0,0,0,0
20451,[衣装] 思い出の夜空,[いしょう] おもいでのよぞら,0,0,0,0,0,0
31446,[衣装] おもちゃの注射器,[いしょう] おもちゃのちゅうしゃき,0,0,0,0,0,0
19543,[衣装] オリバーオオカミフード,[いしょう] おりばーおおかみふーど,0,0,0,0,0,0
31715,[衣装] オレンジウサギ,[いしょう] おれんじうさぎ,,0,0,0,0,0
31522,[衣装] オレンジメット,[いしょう] おれんじめっと,0,0,0,0,0,0
19612,[衣装] 音符のヘッドフォン,[いしょう] おんぷのへっどふぉん,0,0,0,0,0,0
19901,[衣装] オーク族のヘルム,[いしょう] おーくぞくのへるむ,0,0,0,0,0,0
19924,[衣装] オーディンマスク,[いしょう] おーでぃんますく,0,0,0,0,0,0
20283,[衣装] オーバープロテクター,[いしょう] おーばーぷろてくたー,0,0,0,0,0,0
31569,[衣装] オープンエアヘッドフォン,[いしょう] おーぷんえあへっどふぉん,0,0,0,0,0,0
19985,[衣装] オーラクォーツの冠,[いしょう] おーらくぉーつのかんむり,0,0,0,0,0,0
19720,[衣装] オールドスターロマンス,[いしょう] おーるどすたーろまんす,0,0,0,0,0,0
19820,[衣装] 骸骨のコサージュ,[いしょう] がいこつのこさーじゅ,0,0,0,0,0,0
31034,[衣装] 海賊の頭巾,[いしょう] かいぞくのずきん,0,0,0,0,0,0
19584,[衣装] 海賊の短剣,[いしょう] かいぞくのたんけん,0,0,0,0,0,0
20379,[衣装] 懐中時計の髪飾り,[いしょう] かいちゅうどけいのかみかざり,0,0,0,0,0,0
31153,[衣装] 怪盗アニバーサリー�U世帽,[いしょう] かいとうあにばーさりー�Uよぼう,0,0,0,0,0,0
20444,[衣装] 怪盗アニバーサリー帽,[いしょう] かいとうあにばーさりーぼう,0,0,0,0,0,0
19582,[衣装] カウボーイハット,[いしょう] かうぼーいはっと,0,0,0,0,0,0
31140,[衣装] カウボーイハット(黒),[いしょう] かうぼーいはっと(くろ),0,0,0,0,0,0
19758,[衣装] かえる王子の帽子,[いしょう] かえるおうじのぼうし,0,0,0,0,0,0
20524,[衣装] 輝く天使の翼,[いしょう] かがやくてんしのつばさ,0,0,0,0,0,0
31321,[衣装] 輝くひまわり,[いしょう] かがやくひまわり,0,0,0,0,0,0
20050,[衣装] 学者帽,[いしょう] がくしゃぼう,0,0,0,0,0,0
19545,[衣装] 学生帽,[いしょう] がくせいぼう,0,0,0,0,0,0
19639,[衣装] 笠,[いしょう] かさ,0,0,0,0,0,0
19694,[衣装] 風車のかんざし,[いしょう] かざぐるまのかんざし,0,0,0,0,0,0
19803,[衣装] 風車帽子,[いしょう] かざぐるまぼうし,0,0,0,0,0,0
19736,[衣装] ガスマスク,[いしょう] がすますく,0,0,0,0,0,0
19668,[衣装] 風の道標,[いしょう] かぜのみちしるべ,0,0,0,0,0,0
20333,[衣装] 家族の絆,[いしょう] かぞくのきづな,0,0,0,0,0,0
31165,[衣装] かたぐるま,[いしょう] かたぐるま,0,0,0,0,0,0
31688,[衣装] 肩乗りポリン,[いしょう] かたのりぽりん,,0,0,0,0,0
19887,[衣装] 片目眼鏡,[いしょう] かためめがね,0,0,0,0,0,0
31378,[衣装] カタリナ・フォン・ブラッド60世,[いしょう] かたりな・ふぉん・ぶらっど60せい,0,0,0,0,0,0
