"ID","MAPid","MAP","subMAP","NAME","COUNT","ITEM1","ITEM2","ITEM3","ITEM4","ITEM5","ITEM6","ITEM7","ITEM8"
"2192","1@cash","暴窟王の洞窟","東エリア初期","子分タコ","26","墨汁 (30%)","触手 (30%)","蛸壺の欠片 (1%)","海洋深層水 (1%)","リンゴ","リンゴ","リンゴ","子分タコカード (0.01%)"
"1068","1@cash","暴窟王の洞窟","東エリア初期","ヒドラ","8","にく (55%)","触手 (55%)","にく (55%)","べとべとする液体 (15%)","エンベルタコン (0.25%)","ディトリミン (0.2%)","万能薬 (0.05%)","ヒドラカード (0.01%)"
"1784","1@cash","暴窟王の洞窟","東エリア初期","スタポ","2","ゼロピー (10%)","ジュビリー (10%)","リンゴ (10%)","でっかいゼロピー (1%)","イエローライブ (0.1%)","サイズミックフィスト [3] (0.03%)","リンゴ (10%)","スタポカード (0.01%)"
"2175","1@cash","暴窟王の洞窟","東エリア初期","用心棒イカ","1","墨汁 (10%)","触手","ブドウ","ミスティックフローズン","アクアマリン","慧眼","リンゴ","リンゴ"
"2193","1@cash","暴窟王の洞窟","東エリア初期","頭領タコの足","1","墨汁 (10%)","触手","べとべとする液体","蛸壺の欠片","海洋深層水","リンゴ","リンゴ","リンゴ"
"2192","1@cash","暴窟王の洞窟","南西エリア初期","子分タコ","32","墨汁 (30%)","触手 (30%)","蛸壺の欠片 (1%)","海洋深層水 (1%)","リンゴ","リンゴ","リンゴ","子分タコカード (0.01%)"
"1068","1@cash","暴窟王の洞窟","南西エリア初期","ヒドラ","16","にく (55%)","触手 (55%)","にく (55%)","べとべとする液体 (15%)","エンベルタコン (0.25%)","ディトリミン (0.2%)","万能薬 (0.05%)","ヒドラカード (0.01%)"
"1784","1@cash","暴窟王の洞窟","南西エリア初期","スタポ","2","ゼロピー (10%)","ジュビリー (10%)","リンゴ (10%)","でっかいゼロピー (1%)","イエローライブ (0.1%)","サイズミックフィスト [3] (0.03%)","リンゴ (10%)","スタポカード (0.01%)"
"2193","1@cash","暴窟王の洞窟","南西エリア初期","頭領タコの足","1","墨汁 (10%)","触手","べとべとする液体","蛸壺の欠片","海洋深層水","リンゴ","リンゴ","リンゴ"
"2192","1@cash","暴窟王の洞窟","南東エリア初期","子分タコ","42","墨汁 (30%)","触手 (30%)","蛸壺の欠片 (1%)","海洋深層水 (1%)","リンゴ","リンゴ","リンゴ","子分タコカード (0.01%)"
"1068","1@cash","暴窟王の洞窟","南東エリア初期","ヒドラ","10","にく (55%)","触手 (55%)","にく (55%)","べとべとする液体 (15%)","エンベルタコン (0.25%)","ディトリミン (0.2%)","万能薬 (0.05%)","ヒドラカード (0.01%)"
"1784","1@cash","暴窟王の洞窟","南東エリア初期","スタポ","2","ゼロピー (10%)","ジュビリー (10%)","リンゴ (10%)","でっかいゼロピー (1%)","イエローライブ (0.1%)","サイズミックフィスト [3] (0.03%)","リンゴ (10%)","スタポカード (0.01%)"
"2175","1@cash","暴窟王の洞窟","南東エリア初期","用心棒イカ","1","墨汁 (10%)","触手","ブドウ","ミスティックフローズン","アクアマリン","慧眼","リンゴ","リンゴ"
"2193","1@cash","暴窟王の洞窟","南東エリア初期","頭領タコの足","1","墨汁 (10%)","触手","べとべとする液体","蛸壺の欠片","海洋深層水","リンゴ","リンゴ","リンゴ"
"2194","1@cash","暴窟王の洞窟","北エリア固定","頭領タコ","1","白ポーションパック","ポールアクス [1]","高級武器の箱","リンゴ","リンゴ","リンゴ","リンゴ","頭領タコカード (0.01%)"
"1290","1@cata","封印された神殿（墓地）","","ジェネラルスケルトン","40","燃えた木 (25.5%)","黄ハーブ (8%)","オリデオコン原石 (1.6%)","グラディウス [2] (0.8%)","グラディウス [3] (0.35%)","砂漠の風 [4] (0.15%)","亡者のヘアバンド (0.01%)","ジェネラルスケルトンカード (0.01%)"
"1291","1@cata","封印された神殿（墓地）","","デッドリーレイス","40","透明な布 (44.13%)","レッドジェムストーン (7%)","レモン (3%)","古く青い箱 (1%)","ヴェール (0.1%)","マント [1] (0.08%)","ダイヤモンド３カラット (0.05%)","デッドリーレイスカード (0.01%)"
"1298","1@cata","封印された神殿（墓地）","","ゾンビマスター","40","ぼろぼろの服 (44.13%)","べとべとする液体 (15%)","亡者の牙 (15%)","ルビー (2%)","オパール (1%)","スケーピューラ [1] (0.02%)","デスナイフ (0.01%)","ゾンビマスターカード (0.01%)"
"1117","1@cata","封印された神殿（墓地）","","イビルドルイド","30","白ハーブ (20%)","イグドラシルの葉 (2%)","ビレタ [1] (0.1%)","バイブル [2] (0.1%)","料理本レベル7 (0.04%)","ぼろマント (0.02%)","骸骨の杖 (0.01%)","イビルドルイドカード (0.01%)"
"1869","1@cata","封印された神殿（墓地）","","フレームスカル","30","亡者の牙 (60%)","ドクロ (50%)","オリデオコン","黒革のブーツ (0.2%)","レバーアクションライフル [2] (0.2%)","リンゴ","リンゴ","フレームスカルカード (0.01%)"
"1132","1@cata","封印された神殿（墓地）","","カーリッツバーグ","20","スケルボーン (80%)","エルニウム (1.91%)","忠節の証 (0.1%)","ウルズプレート (0.01%)","ミラーシールド [1] (0.02%)","漆黒の鎧 [1] (0.1%)","ボーンヘルム (0.01%)","カーリッツバーグカード (0.01%)"
"1263","1@cata","封印された神殿（墓地）","","ウィンドゴースト","20","スケルボーン (60%)","ドクロ (5%)","ジャルゴン (45.59%)","ラフウィンド (1%)","ライトニングボルトLv5 (1%)","アークワンド [2] (0.08%)","骸骨の杖 (0.01%)","ウィンドゴーストカード (0.01%)"
"1509","1@cata","封印された神殿（墓地）","","ルード","20","エクトプラズム (57.23%)","カボチャの提灯 (32%)","黄色い粉 (1%)","透明な布 (10%)","ヒールLv3 (1%)","魂のリング (0.1%)","エルニウム原石 (0.1%)","ルードカード (0.01%)"
"1699","1@cata","封印された神殿（墓地）","","エンシェントミミック","10","金の指輪 (1%)","ダイヤの指輪 (0.1%)","プレゼントボックス (0.5%)","古く青い箱 (0.3%)","改良型設置用トラップボックス","宝箱","古い紫色の箱 (0.01%)","エンシェントミミックカード (0.01%)"
"1867","1@cata","封印された神殿（墓地）","","バンシー","10","ブリガン (53.35%)","ボロボロの白い服 (30%)","死者の遺品 (15%)","オルレアンの制服 [1] (0.1%)","メス [3] (0.1%)","ウールスカーフ [1] (0.1%)","カルニウム","バンシーカード (0.01%)"
"1302","1@cata","封印された神殿（墓地）","","ダークイリュージョン","1","ブリガン (53.35%)","白ハーブ (15.5%)","マステラの実 (1.2%)","骸骨の杖 (0.03%)","ぼろマント (0.03%)","ブロードソード [2] (0.02%)","ボーンヘルム (0.02%)","ダークイリュージョンカード (0.01%)"
"1016","1@cata","封印された神殿（墓地）","","アーチャースケルトン","?","スケルボーン (45%)","赤ポーション","炎の矢筒","ボウ [3] (1.5%)","オリデオコン原石 (0.7%)","グレイトボウ [3] (0.35%)","名射手のりんご (0.03%)","アーチャースケルトンカード (0.01%)"
"1028","1@cata","封印された神殿（墓地）","","ソルジャースケルトン","?","スケルボーン (55%)","赤ハーブ (7%)","オリデオコン原石 (0.6%)","スティレット [2] (0.5%)","ダガー [3] (0.12%)","死者の遺品 (0.1%)","メイル [1] (0.02%)","ソルジャースケルトンカード (0.01%)"
"1016","1@cata","封印された神殿（墓地）","","アーチャースケルトン","","スケルボーン (45%)","赤ポーション","炎の矢筒","ボウ [3] (1.5%)","オリデオコン原石 (0.7%)","グレイトボウ [3] (0.35%)","名射手のりんご (0.03%)","アーチャースケルトンカード (0.01%)"
"1028","1@cata","封印された神殿（墓地）","","ソルジャースケルトン","","スケルボーン (55%)","赤ハーブ (7%)","オリデオコン原石 (0.6%)","スティレット [2] (0.5%)","ダガー [3] (0.12%)","死者の遺品 (0.1%)","メイル [1] (0.02%)","ソルジャースケルトンカード (0.01%)"
"3010","1@dth1","ビオスの島 01","","生者のオークベイビー","?","ほ乳瓶","マステラの実","イグドラシルの実","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3011","1@dth1","ビオスの島 01","","生者の子デザートウルフ","?","オレンジ","マステラの実","イグドラシルの実","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3012","1@dth1","ビオスの島 01","","生者のマリンスフィアー","?","ブドウ","マステラの実","イグドラシルの実","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3013","1@dth2","ビオスの島 02","","生者のオークウォリアー","?","オーク戦士の証","マステラの実","イグドラシルの実","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3014","1@dth2","ビオスの島 02","","生者のデザートウルフ","?","マステラの実","狼の血","イグドラシルの実","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3015","1@dth2","ビオスの島 02","","生者のフェン","?","にく","マステラの実","イグドラシルの実","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3016","1@dth3","ビオスの島 03","","死者のオークゾンビ","?","オークの爪","マステラの実","イグドラシルの実","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3017","1@dth3","ビオスの島 03","","死者のベリット","?","止まらない心臓","マステラの実","イグドラシルの実","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3018","1@dth3","ビオスの島 03","","死者のメガロドン","?","くさった鱗","マステラの実","イグドラシルの実","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"2376","1@ecl","エクラージュ 内部","","魔王の部下","8","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"2375","1@ecl","エクラージュ 内部","","怪しい存在","4","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3091","1@eom","魔神殿","","ブリナラネア","1","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3092","1@eom","魔神殿","","ムスペルスコール","1","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3088","1@eom","魔神殿","","フロストスパイダー","?","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3089","1@eom","魔神殿","","狂気のカーサ","?","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3090","1@eom","魔神殿","","狂気のサラマンダー","?","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3096","1@eom","魔神殿","","再生の半魔神","?","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3097","1@eom","魔神殿","","絶望の神モロク","?","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3098","1@eom","魔神殿","","太古のモロク","?","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3099","1@eom","魔神殿","","安息のモロク","?","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3101","1@eom","魔神殿","","光輝のマナ","?","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3102","1@eom","魔神殿","","生命のマナ","?","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3103","1@eom","魔神殿","","大地のマナ","?","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3105","1@eom","魔神殿","","魔神の使徒・アハト","?","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3106","1@eom","魔神殿","","魔神の使徒・シナイム","?","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"1166","1@face","フェイスワームの巣","","サベージ","?","いのししのたてがみ (90%)","ブドウ (3%)","エルニウム原石 (0.7%)","サベージの肉","ローヤルゼリー (0.02%)","家畜の血 (0.02%)","睨む目 (0.01%)","サベージカード (0.01%)"
"1277","1@face","フェイスワームの巣","","天下大将軍","?","ブリガン (20%)","木屑 (20%)","馬牌 (3%)","黄ハーブ (2.5%)","アーススパイクLv3 (1%)","クラブ [3] (1%)","停止表示板 (0.01%)","天下大将軍カード (0.01%)"
"1494","1@face","フェイスワームの巣","","ビートル","?","非常に硬い皮 (65%)","カブトムシのはさみ (45%)","虫の觸角 (10%)","蟲の皮 (5%)","ガード [1] (0.01%)","リンゴ","リンゴ","ビートルカード (0.01%)"
"2528","1@face","フェイスワームの巣","","フェイスワーム","?","蛍光色の液体","ディトリミン","カルボーディル","フェイヨン移動スクロール","フェイスワームの足 [1]","リンゴ","リンゴ","フェイスワームカード (0.01%)"
"2529","1@face","フェイスワームの巣","","女王フェイスワーム","?","折れた角","イグドラシルの実","女王フェイスワームの足 [2]","リンゴ","リンゴ","リンゴ","リンゴ","女王フェイスワームカード (0.01%)"
"2530","1@face","フェイスワームの巣","","ダークフェイスワーム","?","フェイヨン移動スクロール","フェイスワームの足 [1]","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","ダークフェイスワームカード (0.01%)"
"2531","1@face","フェイスワームの巣","","猛毒袋","?","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"2532","1@face","フェイスワームの巣","","女王フェイスワーム(赤)","?","折れた角","フレイムハート","女王フェイスワームの足 [2]","リンゴ","リンゴ","リンゴ","リンゴ","女王フェイスワームカード (0.01%)"
"2533","1@face","フェイスワームの巣","","女王フェイスワーム(緑)","?","折れた角","グレイトネイチャ","女王フェイスワームの足 [2]","リンゴ","リンゴ","リンゴ","リンゴ","女王フェイスワームカード (0.01%)"
"2534","1@face","フェイスワームの巣","","女王フェイスワーム(青)","?","折れた角","ミスティックフローズン","女王フェイスワームの足 [2]","リンゴ","リンゴ","リンゴ","リンゴ","女王フェイスワームカード (0.01%)"
"2535","1@face","フェイスワームの巣","","女王フェイスワーム(黄)","?","折れた角","ラフウィンド","女王フェイスワームの足 [2]","リンゴ","リンゴ","リンゴ","リンゴ","女王フェイスワームカード (0.01%)"
"2540","1@face","フェイスワームの巣","","フェイスワームの卵","?","割れた卵のかけら","べとべとする液体","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","フェイスワームの卵カード (0.01%)"
"2541","1@face","フェイスワームの巣","","フェイスワームの幼虫","?","丸形の皮","べとべとする液体","けっこうかたい皮","ジャルゴン","リンゴ","リンゴ","リンゴ","フェイスワームの幼虫カード (0.01%)"
"2549","1@ge_st","ゲフェン魔法大会","第1回戦","アルヒ","1","イグドラシルの葉 (78.98%)","催眠術師の杖 [2] (4.24%)","天使の加護 [1] (3.41%)","天使の再来 [1] (5.11%)","天使の守護 [1] (4.55%)","天使の温もり [1] (6.25%)","天使の口づけ [1] (7.1%)","リンゴ"
"2550","1@ge_st","ゲフェン魔法大会","第2回戦","ディオ・アネモス","1","青ポーション (98.85%)","青ポーション (98.85%)","銀の指輪 (11.17%)","金の指輪 (10.32%)","ダイヤの指輪 (4.58%)","黄金 (4.3%)","リンゴ","リンゴ"
"2551","1@ge_st","ゲフェン魔法大会","第3回戦(予選で戦った相手一体と対戦、イベント無視時はカネイリー)","ブラック・カネイリー","1","ルビー (100%)","エメラルド (99.99%)","サファイア (99.62%)","ルナボウ [2] (4.9%)","ルナティックブローチ [1] (5.28%)","ゼニーナイフ (4.08%)","月光剣 (0.93%)","リンゴ"
"2552","1@ge_st","ゲフェン魔法大会","第3回戦(予選で戦った相手一体と対戦、イベント無視時はカネイリー)","ヒピア・スニキ","1","アイスクリーム (90%)","おもち (100%)","ダイヤモンド３カラット (57.5%)","ギガントアックス [1] (1.25%)","リンゴ","リンゴ","リンゴ","リンゴ"
"2553","1@ge_st","ゲフェン魔法大会","第3回戦(予選で戦った相手一体と対戦、イベント無視時はカネイリー)","ビリー・コスルリース","1","縞模様の靴下 (100%)","タイツ [1] (10%)","ブリーフ [1]","ランニングシャツ [1]","リンゴ","リンゴ","リンゴ","リンゴ"
"2554","1@ge_st","ゲフェン魔法大会","第4回戦","フェモン","1","ブルージェムストーン (100%)","黄金 (40.37%)","高級サングラス (10.25%)","グランドクロス (3.42%)","リンゴ","リンゴ","リンゴ","リンゴ"
"2555","1@ge_st","ゲフェン魔法大会","第5回戦","オルドル","1","青ポーション (100%)","神仙丹 (23.68%)","茨の杖 [1] (2.5%)","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"2556","1@ge_st","ゲフェン魔法大会","第6回戦","ブルート・ハゼ","1","血に染まった刃 (100%)","クリップ [1] (33.33%)","ウサギのヘアバンド","ゼピュロス [3]","マジックリフレクター [1]","リンゴ","リンゴ","リンゴ"
"2557","1@ge_st","ゲフェン魔法大会","第7回戦","黒魔","1","血に染まった刃 (100%)","イグドラシルの種 (30%)","風魔手裏剣・烈火","風魔手裏剣・大車輪 [3] (13%)","風魔手裏剣・風鳥","リンゴ","リンゴ","リンゴ"
"2558","1@ge_st","ゲフェン魔法大会","第8回戦","イフォドス","1","特大包み料理 (100%)","エンペリウム (60%)","マント [1]","マジカルブレード [3]","リンゴ","リンゴ","リンゴ","リンゴ"
"2559","1@ge_st","ゲフェン魔法大会","第9回戦","レチェニエ","1","ブルージェムストーン (80%)","聖水 (30%)","ロザリー (50%)","マジックリフレクター [1]","大百科事典改訂版 [1]","リンゴ","リンゴ","リンゴ"
"2560","1@ge_st","ゲフェン魔法大会","第10回戦","ユメヒメ","1","カースアロー (100%)","影の矢筒 (60%)","女王の鞭 [2]","ゲフェンマジックローブ [1]","リンゴ","リンゴ","リンゴ","リンゴ"
"2561","1@ge_st","ゲフェン魔法大会","準々決勝","ジュー","1","レッドジェムストーン (100%)","くもの糸 (100%)","イグドラシルの種 (80%)","大百科事典改訂版 [1]","アンティマジックスーツ [1]","リンゴ","リンゴ","リンゴ"
"2562","1@ge_st","ゲフェン魔法大会","準決勝(フェイかディワイの一方とランダムで対戦)","ディワイ","1","イエロージェムストーン","くもの糸","黄金","スタッフオブカーシング [2]","魔力増幅リング [1]","リンゴ","リンゴ","リンゴ"
"2563","1@ge_st","ゲフェン魔法大会","準決勝(フェイかディワイの一方とランダムで対戦)","フェイ・カナビアン","1","白ポーション","黄金","赤いスクエアバッグ [2]","身体強化リング [1]","リンゴ","リンゴ","リンゴ","リンゴ"
"2565","1@ge_st","ゲフェン魔法大会","準決勝(フェイかディワイの一方とランダムで対戦)","アルフォン","","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"2566","1@ge_st","ゲフェン魔法大会","準決勝(フェイかディワイの一方とランダムで対戦)","アルフォン・ジュニア","","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"2564","1@ge_st","ゲフェン魔法大会","決勝","フェンリル","1","フェンリルの呪符","フェンリルの呪符","フェンリルの呪符","フェンリルの呪符","フェンリルの呪符","フェンリルの呪符","リンゴ","フェンリルカード (0.01%)"
"2567","1@gef","ゲフェン魔法大会","","ヒピア・スニキ(予選)","3","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"2568","1@gef","ゲフェン魔法大会","","ビリー・コスルリース(予選)","3","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"1106","1@gef","ゲフェン魔法大会","","デザートウルフ","1","砂漠狼の爪 (55%)","狼の爪 (20%)","狼の血 (5%)","スティレット [3] (1.4%)","オリデオコン原石 (0.53%)","カタール [2] (0.05%)","ミンクのコート [1] (0.01%)","デザートウルフカード (0.01%)"
"2914","1@gef","ゲフェン魔法大会","","ブラック・カネイリー(予選)","1","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"2471","1@gl_k","古の騎士団01","エリア1（中央下部）","怨念のカーリッツバーグ","18","古城の亡者の爪","古城の亡者の歯","レイピア [2]","凝固された魔力","エルニウム","忠節の証","リンゴ","リンゴ"
"2470","1@gl_k","古の騎士団01","エリア1（中央下部）","堕ちた白の騎士","10","馬の手綱","古城の亡者の爪","古城の亡者の歯","フルプレート","凝固された魔力","忠節の証","リンゴ","リンゴ"
"2472","1@gl_k","古の騎士団01","エリア1（中央下部）","呪われた騎士","","ブリガン","古城の亡者の爪","古城の亡者の歯","凝固された魔力","ブロードソード [1]","ツーハンドソード [1]","リンゴ","リンゴ"
"2464","1@gl_k","古の騎士団01","エリア2(左側)","叫喚の庭園師","17","古城の亡者の爪","古城の亡者の歯","べとべとする液体","オパール","凝固された魔力","リンゴ","リンゴ","リンゴ"
"2466","1@gl_k","古の騎士団01","エリア2(左側)","苦痛の家令","17","古城の亡者の爪","古城の亡者の歯","ボロボロの白い服","オリデオコン原石","骸骨の指輪","凝固された魔力","リンゴ","リンゴ"
"2481","1@gl_k","古の騎士団01","エリア2(左側)","呪われた墓守","17","白ハーブ","透明な布","レッドジェムストーン","ダイヤモンド３カラット","ヴェール","マント [1]","ぼろマント [1]","リンゴ"
"2466","1@gl_k","古の騎士団01","エリア3(右側)","苦痛の家令","","古城の亡者の爪","古城の亡者の歯","ボロボロの白い服","オリデオコン原石","骸骨の指輪","凝固された魔力","リンゴ","リンゴ"
"2467","1@gl_k","古の騎士団01","エリア3(右側)","マゴット","","丸形の皮","古城の亡者の爪","古城の亡者の歯","グレイトネイチャ","凝固された魔力","リンゴ","リンゴ","リンゴ"
"2475","1@gl_k","古の騎士団01","エリア4(北側)","誘いの魔眼","1","時間の結晶","イグドラシルの実","暗闇の意志","古い紫色の箱","古いカード帖","フレイムグローブ [1]","リンゴ","誘いの魔眼カード (0.01%)"
"2468","1@gl_k","古の騎士団01","エリア4(北側)","腐敗した兵士","","ブリガン","古城の亡者の爪","古城の亡者の歯","プレート","凝固された魔力","エルニウム","リンゴ","リンゴ"
"2469","1@gl_k","古の騎士団01","エリア4(北側)","徘徊する弓兵","","ブリガン","古城の亡者の爪","古城の亡者の歯","タイツ","凝固された魔力","エルニウム","リンゴ","リンゴ"
"3198","1@glast","過去のグラストヘイム","エリア1(入口)","凶悪なガリオン","1","腐った肉","獣の皮 (10%)","エルニウム原石","ラフウィンド","リンゴ","リンゴ","リンゴ","リンゴ"
"3191","1@glast","過去のグラストヘイム","エリア2(往路)：2種4体ずつ配置","双斧ギガンテス","4","ジャルゴン (91.67%)","銀塊 (8.33%)","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3191","1@glast","過去のグラストヘイム","エリア2(往路)：2種4体ずつ配置","双斧ギガンテス","4","ジャルゴン (91.67%)","銀塊 (8.33%)","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3191","1@glast","過去のグラストヘイム","エリア2(往路)：2種4体ずつ配置","双斧ギガンテス","4","ジャルゴン (91.67%)","銀塊 (8.33%)","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3191","1@glast","過去のグラストヘイム","エリア2(往路)：2種4体ずつ配置","双斧ギガンテス","4","ジャルゴン (91.67%)","銀塊 (8.33%)","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3191","1@glast","過去のグラストヘイム","エリア2(往路)：2種4体ずつ配置","双斧ギガンテス","4","ジャルゴン (91.67%)","銀塊 (8.33%)","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3191","1@glast","過去のグラストヘイム","エリア2(往路)：2種4体ずつ配置","双斧ギガンテス","4","ジャルゴン (91.67%)","銀塊 (8.33%)","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3194","1@glast","過去のグラストヘイム","エリア2(往路)：2種4体ずつ配置","ギガンテス","4","ジャルゴン (87.96%)","銀塊 (10.19%)","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3194","1@glast","過去のグラストヘイム","エリア2(往路)：2種4体ずつ配置","ギガンテス","4","ジャルゴン (87.96%)","銀塊 (10.19%)","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3194","1@glast","過去のグラストヘイム","エリア2(往路)：2種4体ずつ配置","ギガンテス","4","ジャルゴン (87.96%)","銀塊 (10.19%)","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
"3194","1@glast","過去のグラストヘイム","エリア2(往路)：2種4体ずつ配置","ギガンテス","4","ジャルゴン (87.96%)","銀塊 (10.19%)","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ","リンゴ"
