id,item,HS,段階,精錬値,種別,where,npc,座標,コスト,ランダム,失敗,ロスト,備考,encant_id,encant,固定パターン
19050,ニーズヘッグ&ロキ帽 [1],3,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4964,磨羯宮,
19050,ニーズヘッグ&ロキ帽 [1],3,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4965,双魚宮,
19050,ニーズヘッグ&ロキ帽 [1],3,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4966,天蝎宮,
19050,ニーズヘッグ&ロキ帽 [1],3,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4967,獅子宮,
19050,ニーズヘッグ&ロキ帽 [1],3,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4968,処女宮,
19050,ニーズヘッグ&ロキ帽 [1],3,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4969,天秤宮,
19050,ニーズヘッグ&ロキ帽 [1],2,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4958,双児宮,
19050,ニーズヘッグ&ロキ帽 [1],2,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4959,人馬宮,
19050,ニーズヘッグ&ロキ帽 [1],2,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4960,宝瓶宮,
19050,ニーズヘッグ&ロキ帽 [1],2,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4961,白羊宮,
19050,ニーズヘッグ&ロキ帽 [1],2,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4962,巨蟹宮,
19050,ニーズヘッグ&ロキ帽 [1],2,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4963,金牛宮,
19050,ニーズヘッグ&ロキ帽 [1],2,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4964,磨羯宮,
19050,ニーズヘッグ&ロキ帽 [1],2,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4965,双魚宮,
19050,ニーズヘッグ&ロキ帽 [1],2,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4966,天蝎宮,
19050,ニーズヘッグ&ロキ帽 [1],2,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4967,獅子宮,
19050,ニーズヘッグ&ロキ帽 [1],2,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4968,処女宮,
19050,ニーズヘッグ&ロキ帽 [1],2,0,0,12星座エンチャント,,,,,1,0,0,"期間限定,全スロット一括",4969,天秤宮,
28335,火ドロップ,4,0,0,ドロップエンチャント,,,,火ドロップ,0,0,0,期間限定,4952,火ドロップ,
28336,水ドロップ,4,0,0,ドロップエンチャント,,,,水ドロップ,0,0,0,期間限定,4953,水ドロップ,
28337,木ドロップ,4,0,0,ドロップエンチャント,,,,木ドロップ,0,0,0,期間限定,4954,木ドロップ,
28338,光ドロップ,4,0,0,ドロップエンチャント,,,,光ドロップ,0,0,0,期間限定,4955,光ドロップ,
28339,闇ドロップ,4,0,0,ドロップエンチャント,,,,闇ドロップ,0,0,0,期間限定,4951,闇ドロップ,
28340,回復ドロップ,4,0,0,ドロップエンチャント,,,,回復ドロップ,0,0,0,期間限定,4956,回復ドロップ,
28335,火ドロップ,3,0,0,ドロップエンチャント,,,,火ドロップ,0,0,0,期間限定,4952,火ドロップ,
28336,水ドロップ,3,0,0,ドロップエンチャント,,,,水ドロップ,0,0,0,期間限定,4953,水ドロップ,
28337,木ドロップ,3,0,0,ドロップエンチャント,,,,木ドロップ,0,0,0,期間限定,4954,木ドロップ,
28338,光ドロップ,3,0,0,ドロップエンチャント,,,,光ドロップ,0,0,0,期間限定,4955,光ドロップ,
28339,闇ドロップ,3,0,0,ドロップエンチャント,,,,闇ドロップ,0,0,0,期間限定,4951,闇ドロップ,
28340,回復ドロップ,3,0,0,ドロップエンチャント,,,,回復ドロップ,0,0,0,期間限定,4956,回復ドロップ,
28335,火ドロップ,2,0,0,ドロップエンチャント,,,,火ドロップ,0,0,0,期間限定,4952,火ドロップ,
28336,水ドロップ,2,0,0,ドロップエンチャント,,,,水ドロップ,0,0,0,期間限定,4953,水ドロップ,
28337,木ドロップ,2,0,0,ドロップエンチャント,,,,木ドロップ,0,0,0,期間限定,4954,木ドロップ,
28338,光ドロップ,2,0,0,ドロップエンチャント,,,,光ドロップ,0,0,0,期間限定,4955,光ドロップ,
28339,闇ドロップ,2,0,0,ドロップエンチャント,,,,闇ドロップ,0,0,0,期間限定,4951,闇ドロップ,
28340,回復ドロップ,2,0,0,ドロップエンチャント,,,,回復ドロップ,0,0,0,期間限定,4956,回復ドロップ,
28335,火ドロップ,1,0,0,ドロップエンチャント,,,,火ドロップ,0,0,0,期間限定,4952,火ドロップ,
28336,水ドロップ,1,0,0,ドロップエンチャント,,,,水ドロップ,0,0,0,期間限定,4953,水ドロップ,
28337,木ドロップ,1,0,0,ドロップエンチャント,,,,木ドロップ,0,0,0,期間限定,4954,木ドロップ,
28338,光ドロップ,1,0,0,ドロップエンチャント,,,,光ドロップ,0,0,0,期間限定,4955,光ドロップ,
28339,闇ドロップ,1,0,0,ドロップエンチャント,,,,闇ドロップ,0,0,0,期間限定,4951,闇ドロップ,
28340,回復ドロップ,1,0,0,ドロップエンチャント,,,,回復ドロップ,0,0,0,期間限定,4956,回復ドロップ,
28708,迅雷剣 [3],4,0,0,疾風エンチャント,,,,-,0,0,0,"期間限定,入手時にランダム付与",29045,疾風,
13130,迅雷銃 [2],4,0,0,疾風エンチャント,,,,-,0,0,0,"期間限定,入手時にランダム付与",29045,疾風,
1688,迅雷杖 [2],4,0,0,疾風エンチャント,,,,-,0,0,0,"期間限定,入手時にランダム付与",29045,疾風,
16049,迅雷鎚 [3],4,0,0,疾風エンチャント,,,,-,0,0,0,"期間限定,入手時にランダム付与",29045,疾風,
1444,迅雷槍 [3],4,0,0,疾風エンチャント,,,,-,0,0,0,"期間限定,入手時にランダム付与",29045,疾風,
18133,迅雷弓 [2],4,0,0,疾風エンチャント,,,,-,0,0,0,"期間限定,入手時にランダム付与",29045,疾風,
22000,力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4701,Str + 2,
22000,力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4711,Int + 2,
22000,力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4721,Dex + 2,
22000,力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4731,Agi + 2,
22000,力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4741,Vit + 2,
22000,力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4752,Luk + 3,
22001,知力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4701,Str + 2,
22001,知力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4711,Int + 2,
22001,知力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4721,Dex + 2,
22001,知力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4731,Agi + 2,
22001,知力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4741,Vit + 2,
22001,知力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4752,Luk + 3,
22002,俊敏の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4701,Str + 2,
22002,俊敏の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4711,Int + 2,
22002,俊敏の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4721,Dex + 2,
22002,俊敏の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4731,Agi + 2,
22002,俊敏の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4741,Vit + 2,
22002,俊敏の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4752,Luk + 3,
22003,体力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4701,Str + 2,
22003,体力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4711,Int + 2,
22003,体力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4721,Dex + 2,
22003,体力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4731,Agi + 2,
22003,体力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4741,Vit + 2,
22003,体力の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4752,Luk + 3,
22004,技巧の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4701,Str + 2,
22004,技巧の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4711,Int + 2,
22004,技巧の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4721,Dex + 2,
22004,技巧の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4731,Agi + 2,
22004,技巧の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4741,Vit + 2,
22004,技巧の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4752,Luk + 3,
22005,幸運の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4701,Str + 2,
22005,幸運の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4711,Int + 2,
22005,幸運の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4721,Dex + 2,
22005,幸運の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4731,Agi + 2,
22005,幸運の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4741,Vit + 2,
22005,幸運の時空ブーツ,4,0,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力5個,0,1,1,,4752,Luk + 3,
22000,力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4702,Str + 3,
22000,力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4712,Int + 3,
22000,力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4722,Dex + 3,
22000,力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4732,Agi + 3,
22000,力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4742,Vit + 3,
22000,力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4753,Luk + 4,
22001,知力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4702,Str + 3,
22001,知力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4712,Int + 3,
22001,知力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4722,Dex + 3,
22001,知力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4732,Agi + 3,
22001,知力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4742,Vit + 3,
22001,知力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4753,Luk + 4,
22002,俊敏の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4702,Str + 3,
22002,俊敏の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4712,Int + 3,
22002,俊敏の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4722,Dex + 3,
22002,俊敏の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4732,Agi + 3,
22002,俊敏の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4742,Vit + 3,
22002,俊敏の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4753,Luk + 4,
22003,体力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4702,Str + 3,
22003,体力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4712,Int + 3,
22003,体力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4722,Dex + 3,
22003,体力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4732,Agi + 3,
22003,体力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4742,Vit + 3,
22003,体力の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4753,Luk + 4,
22004,技巧の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4702,Str + 3,
22004,技巧の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4712,Int + 3,
22004,技巧の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4722,Dex + 3,
22004,技巧の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4732,Agi + 3,
22004,技巧の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4742,Vit + 3,
22004,技巧の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4753,Luk + 4,
22005,幸運の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4702,Str + 3,
22005,幸運の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4712,Int + 3,
22005,幸運の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4722,Dex + 3,
22005,幸運の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4732,Agi + 3,
22005,幸運の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4742,Vit + 3,
22005,幸運の時空ブーツ,4,1,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力15個,0,1,1,系列の変更は不可,4753,Luk + 4,
22000,力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4821,闘志6,
22000,力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4813,魔力3,
22000,力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4834,名弓3,
22000,力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4873,攻撃速度3,
22000,力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4861,MaxHP1,
22000,力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4754,Luk + 5,
22001,知力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4821,闘志6,
22001,知力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4813,魔力3,
22001,知力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4834,名弓3,
22001,知力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4873,攻撃速度3,
22001,知力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4861,MaxHP1,
22001,知力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4754,Luk + 5,
22002,俊敏の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4821,闘志6,
22002,俊敏の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4813,魔力3,
22002,俊敏の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4834,名弓3,
22002,俊敏の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4873,攻撃速度3,
22002,俊敏の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4861,MaxHP1,
22002,俊敏の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4754,Luk + 5,
22003,体力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4821,闘志6,
22003,体力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4813,魔力3,
22003,体力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4834,名弓3,
22003,体力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4873,攻撃速度3,
22003,体力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4861,MaxHP1,
22003,体力の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4754,Luk + 5,
22004,技巧の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4821,闘志6,
22004,技巧の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4813,魔力3,
22004,技巧の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4834,名弓3,
22004,技巧の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4873,攻撃速度3,
22004,技巧の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4861,MaxHP1,
22004,技巧の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4754,Luk + 5,
22005,幸運の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4821,闘志6,
22005,幸運の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4813,魔力3,
22005,幸運の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4834,名弓3,
22005,幸運の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4873,攻撃速度3,
22005,幸運の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4861,MaxHP1,
22005,幸運の時空ブーツ,4,2,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力45個,0,1,1,系列の変更は不可,4754,Luk + 5,
22000,力の時空ブーツ,4,3,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力135個,0,1,1,系列の変更は不可,4822,闘志7,
22000,力の時空ブーツ,4,3,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力135個,0,1,1,系列の変更は不可,4812,魔力4,
22000,力の時空ブーツ,4,3,0,時空ブーツエンチャント,glast_01,魔法職人,212-273,凝固された魔力135個,0,1,1,系列の変更は不可,4835,名弓4,
